Series ID,Year,Period,Label,Value,1-Month Net Change,3-Month Net Change,6-Month Net Change,12-Month Net Change,1-Month % Change,3-Month % Change,6-Month % Change,12-Month % Change
APU0000717311,2006,M08,2006 Aug,3.196,0.042,-0.153,0.022,-0.286,1.3,-4.6,0.7,-8.2
APU0000717311,2006,M09,2006 Sep,3.173,-0.023,0.015,-0.128,-0.203,-0.7,0.5,-3.9,-6
APU0000717311,2006,M10,2006 Oct,3.138,-0.035,-0.016,-0.154,-0.309,-1.1,-0.5,-4.7,-9
APU0000717311,2006,M11,2006 Nov,3.158,0.02,-0.038,-0.191,-0.135,0.6,-1.2,-5.7,-4.1
APU0000717311,2006,M12,2006 Dec,3.113,-0.045,-0.06,-0.045,-0.122,-1.4,-1.9,-1.4,-3.8
APU0000717311,2007,M01,2007 Jan,3.288,0.175,0.15,0.134,0.056,5.6,4.8,4.2,1.7
APU0000717311,2007,M02,2007 Feb,3.456,0.168,0.298,0.26,0.282,5.1,9.4,8.1,8.9
APU0000717311,2007,M03,2007 Mar,3.475,0.019,0.362,0.302,0.174,0.5,11.6,9.5,5.3
APU0000717311,2007,M04,2007 Apr,3.437,-0.038,0.149,0.299,0.145,-1.1,4.5,9.5,4.4
APU0000717311,2007,M05,2007 May,3.308,-0.129,-0.148,0.15,-0.041,-3.8,-4.3,4.7,-1.2
APU0000717311,2007,M06,2007 Jun,3.407,0.099,-0.068,0.294,0.249,3,-2,9.4,7.9
APU0000717311,2007,M07,2007 Jul,3.529,0.122,0.092,0.241,0.375,3.6,2.7,7.3,11.9
APU0000717311,2007,M08,2007 Aug,3.497,-0.032,0.189,0.041,0.301,-0.9,5.7,1.2,9.4
